箱館山スキー場,滋賀県高島市今津町日置前,0740-22-2486,gelande411,35.4279072,135.9958596,は,箱館山スキー
奥伊吹スキー場,滋賀県米原市甲津原奥伊吹,0749-59-0322,gelande412,35.5222527,136.3874259,お,奥伊吹スキー
びわ湖バレイ,滋賀県大津市木戸1547-1,077-592-1155,gelande413,35.2151206,135.8917663,ひ,びわ湖バレイ OR from:biwako801
余呉高原リゾート☆ヤップ,滋賀県長浜市余呉町中河内373,0749-86-3001,gelande414,35.696131,136.163821,よ,余呉高原
マキノスキー場,滋賀県高島市マキノ町牧野,0740-27-0936,gelande415,35.4967339,136.0324432,ま,マキノスキー
朽木スキー場,滋賀県高島市朽木宮前坊180-1,0740-38-2323,gelande416,35.3290447,135.939763,く,朽木スキー
国境高原スノーパーク,滋賀県高島市マキノ町野口507-1,0740-28-0303,gelande417,35.5358776,136.0926125,こ,国境高原 OR 国境高原
赤子山スキー場,滋賀県長浜市余呉町中之郷260,0749-86-4145,gelande418,35.5467579,136.2196852,あ,赤子山スキー
ベルク余呉スキー場,滋賀県長浜市余呉町中河内1241,0749-86-3927,gelande419,35.6911595,136.1662224,へ,ベルク余呉 OR 余呉スキー
