イオックス・アローザスキー場,富山県南砺市アローザ村,0763-55-1326,gelande445,36.5149141,136.8209341,い,アローザスキー
タカンボースキー場,富山県南砺市西赤尾町,0763-67-3766,gelande446,36.3798056,136.8671117,た,タカンボー
たいらスキー場,富山県南砺市梨谷,0763-66-2911,gelande447,36.4423858,136.9271999,た,たいらスキー
スノーバレー利賀,富山県南砺市利賀村上百瀬地内,0763-68-2800,gelande448,36.4142229,137.0353953,す,スノーバレー利賀
牛岳温泉スキー場,富山県富山市山田小谷中根2,076-457-2044,gelande449,36.5737182,137.0571118,う,牛岳温泉スキー
宇奈月温泉スキー場,富山県黒部市宇奈月温泉大原,0765-62-1757,gelande450,36.8122439,137.5845496,う,宇奈月温泉スキー
立山山麓スキー場,富山県富山市本宮,076-482-1311,gelande451,36.5757783,137.4169849,た,立山山麓 OR 立山スキー OR 室堂 OR ダンボ平 OR 立山黒部 OR from:T_K_AlpenRoute OR from:TNF_TATEYAMA
となみ夢の平スキー場,富山県砺波市五谷,0763-37-1575,gelande452,36.5861741,137.0222012,と,となみ夢の平 OR 夢の平スキー
閑乗寺スキー場,富山県南砺市閑乗寺1-4,0763-82-2565,gelande453,36.558918,136.9873001,か,閑乗寺スキー
