天山リゾート,佐賀県佐賀市富士町市川2338-6,0952-58-2336,gelande329,33.3536211,130.1473527,て
九重スキー場,大分県玖珠郡九重町湯坪,0973-79-2200,gelande330,33.0990915,131.1803885,こ
五ケ瀬ハイランドスキー場,宮崎県西臼杵郡五ヶ瀬町鞍岡4647-171,0982-83-2144,gelande331,32.5789546,131.117304,こ
